date,type,locale,locale_name,description
2017-02-20,Working Day,Working Day,Working Day,Working Day
2017-02-21,Working Day,Working Day,Working Day,Working Day
2017-02-22,Working Day,Working Day,Working Day,Working Day
2017-02-23,Working Day,Working Day,Working Day,Working Day
2017-02-24,Working Day,Working Day,Working Day,Working Day
2017-02-25,Working Day,Working Day,Working Day,Working Day
2017-02-26,Working Day,Working Day,Working Day,Working Day
2017-02-27,Holiday,National,Ecuador,Carnaval
2017-02-28,Holiday,National,Ecuador,Carnaval
2017-03-01,Working Day,Working Day,Working Day,Working Day
2017-03-02,Holiday,Local,Manta,Fundacion de Manta
2017-03-03,Working Day,Working Day,Working Day,Working Day
2017-03-04,Working Day,Working Day,Working Day,Working Day
2017-03-05,Working Day,Working Day,Working Day,Working Day
2017-03-06,Working Day,Working Day,Working Day,Working Day
2017-03-07,Working Day,Working Day,Working Day,Working Day
2017-03-08,Working Day,Working Day,Working Day,Working Day
2017-03-09,Working Day,Working Day,Working Day,Working Day
2017-03-10,Working Day,Working Day,Working Day,Working Day
2017-03-11,Working Day,Working Day,Working Day,Working Day
2017-03-12,Working Day,Working Day,Working Day,Working Day
2017-03-13,Working Day,Working Day,Working Day,Working Day
2017-03-14,Working Day,Working Day,Working Day,Working Day
2017-03-15,Working Day,Working Day,Working Day,Working Day
2017-03-16,Working Day,Working Day,Working Day,Working Day
2017-03-17,Working Day,Working Day,Working Day,Working Day
2017-03-18,Working Day,Working Day,Working Day,Working Day
2017-03-19,Working Day,Working Day,Working Day,Working Day
2017-03-20,Working Day,Working Day,Working Day,Working Day
2017-03-21,Working Day,Working Day,Working Day,Working Day
2017-03-22,Working Day,Working Day,Working Day,Working Day
2017-03-23,Working Day,Working Day,Working Day,Working Day
2017-03-24,Working Day,Working Day,Working Day,Working Day
2017-03-25,Working Day,Working Day,Working Day,Working Day
2017-03-26,Working Day,Working Day,Working Day,Working Day
2017-03-27,Working Day,Working Day,Working Day,Working Day
2017-03-28,Working Day,Working Day,Working Day,Working Day
2017-03-29,Working Day,Working Day,Working Day,Working Day
2017-03-30,Working Day,Working Day,Working Day,Working Day
2017-03-31,Working Day,Working Day,Working Day,Working Day
2017-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi
2017-04-02,Working Day,Working Day,Working Day,Working Day
2017-04-03,Working Day,Working Day,Working Day,Working Day
2017-04-04,Working Day,Working Day,Working Day,Working Day
2017-04-05,Working Day,Working Day,Working Day,Working Day
2017-04-06,Working Day,Working Day,Working Day,Working Day
2017-04-07,Working Day,Working Day,Working Day,Working Day
2017-04-08,Working Day,Working Day,Working Day,Working Day
2017-04-09,Working Day,Working Day,Working Day,Working Day
2017-04-10,Working Day,Working Day,Working Day,Working Day
2017-04-11,Working Day,Working Day,Working Day,Working Day
2017-04-12,Moved,Local,Cuenca,Fundacion de Cuenca
2017-04-13,Transfer,Local,Cuenca,Fundacion de Cuenca
2017-04-14,Holiday,National,Ecuador,Viernes Santo
2017-04-15,Working Day,Working Day,Working Day,Working Day
2017-04-16,Working Day,Working Day,Working Day,Working Day
2017-04-17,Working Day,Working Day,Working Day,Working Day
2017-04-18,Working Day,Working Day,Working Day,Working Day
2017-04-19,Working Day,Working Day,Working Day,Working Day
2017-04-20,Working Day,Working Day,Working Day,Working Day
2017-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba
2017-04-22,Working Day,Working Day,Working Day,Working Day
2017-04-23,Working Day,Working Day,Working Day,Working Day
2017-04-24,Working Day,Working Day,Working Day,Working Day
2017-04-25,Working Day,Working Day,Working Day,Working Day
2017-04-26,Working Day,Working Day,Working Day,Working Day
2017-04-27,Working Day,Working Day,Working Day,Working Day
2017-04-28,Working Day,Working Day,Working Day,Working Day
2017-04-29,Working Day,Working Day,Working Day,Working Day
2017-04-30,Working Day,Working Day,Working Day,Working Day
2017-05-01,Holiday,National,Ecuador,Dia del Trabajo
2017-05-02,Working Day,Working Day,Working Day,Working Day
2017-05-03,Working Day,Working Day,Working Day,Working Day
2017-05-04,Working Day,Working Day,Working Day,Working Day
2017-05-05,Working Day,Working Day,Working Day,Working Day
2017-05-06,Working Day,Working Day,Working Day,Working Day
2017-05-07,Working Day,Working Day,Working Day,Working Day
2017-05-08,Working Day,Working Day,Working Day,Working Day
2017-05-09,Working Day,Working Day,Working Day,Working Day
2017-05-10,Working Day,Working Day,Working Day,Working Day
2017-05-11,Working Day,Working Day,Working Day,Working Day
2017-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo
2017-05-13,Additional,National,Ecuador,Dia de la Madre-1
2017-05-14,Event,National,Ecuador,Dia de la Madre
2017-05-15,Working Day,Working Day,Working Day,Working Day
2017-05-16,Working Day,Working Day,Working Day,Working Day
2017-05-17,Working Day,Working Day,Working Day,Working Day
2017-05-18,Working Day,Working Day,Working Day,Working Day
2017-05-19,Working Day,Working Day,Working Day,Working Day
2017-05-20,Working Day,Working Day,Working Day,Working Day
2017-05-21,Working Day,Working Day,Working Day,Working Day
2017-05-22,Working Day,Working Day,Working Day,Working Day
2017-05-23,Working Day,Working Day,Working Day,Working Day
2017-05-24,Moved,National,Ecuador,Batalla de Pichincha
2017-05-25,Working Day,Working Day,Working Day,Working Day
2017-05-26,Transfer,National,Ecuador,Traslado Batalla de Pichincha
2017-05-27,Working Day,Working Day,Working Day,Working Day
2017-05-28,Working Day,Working Day,Working Day,Working Day
2017-05-29,Working Day,Working Day,Working Day,Working Day
2017-05-30,Working Day,Working Day,Working Day,Working Day
2017-05-31,Working Day,Working Day,Working Day,Working Day
2017-06-01,Working Day,Working Day,Working Day,Working Day
2017-06-02,Working Day,Working Day,Working Day,Working Day
2017-06-03,Working Day,Working Day,Working Day,Working Day
2017-06-04,Working Day,Working Day,Working Day,Working Day
2017-06-05,Working Day,Working Day,Working Day,Working Day
2017-06-06,Working Day,Working Day,Working Day,Working Day
2017-06-07,Working Day,Working Day,Working Day,Working Day
2017-06-08,Working Day,Working Day,Working Day,Working Day
2017-06-09,Working Day,Working Day,Working Day,Working Day
2017-06-10,Working Day,Working Day,Working Day,Working Day
2017-06-11,Working Day,Working Day,Working Day,Working Day
2017-06-12,Working Day,Working Day,Working Day,Working Day
2017-06-13,Working Day,Working Day,Working Day,Working Day
2017-06-14,Working Day,Working Day,Working Day,Working Day
2017-06-15,Working Day,Working Day,Working Day,Working Day
2017-06-16,Working Day,Working Day,Working Day,Working Day
2017-06-17,Working Day,Working Day,Working Day,Working Day
2017-06-18,Working Day,Working Day,Working Day,Working Day
2017-06-19,Working Day,Working Day,Working Day,Working Day
2017-06-20,Working Day,Working Day,Working Day,Working Day
2017-06-21,Working Day,Working Day,Working Day,Working Day
2017-06-22,Working Day,Working Day,Working Day,Working Day
2017-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda
2017-06-24,Working Day,Working Day,Working Day,Working Day
2017-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura
2017-06-26,Working Day,Working Day,Working Day,Working Day
2017-06-27,Working Day,Working Day,Working Day,Working Day
2017-06-28,Working Day,Working Day,Working Day,Working Day
2017-06-29,Working Day,Working Day,Working Day,Working Day
2017-06-30,Working Day,Working Day,Working Day,Working Day
2017-07-01,Working Day,Working Day,Working Day,Working Day
2017-07-02,Working Day,Working Day,Working Day,Working Day
2017-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo
2017-07-04,Working Day,Working Day,Working Day,Working Day
2017-07-05,Working Day,Working Day,Working Day,Working Day
2017-07-06,Working Day,Working Day,Working Day,Working Day
2017-07-07,Working Day,Working Day,Working Day,Working Day
2017-07-08,Working Day,Working Day,Working Day,Working Day
2017-07-09,Working Day,Working Day,Working Day,Working Day
2017-07-10,Working Day,Working Day,Working Day,Working Day
2017-07-11,Working Day,Working Day,Working Day,Working Day
2017-07-12,Working Day,Working Day,Working Day,Working Day
2017-07-13,Working Day,Working Day,Working Day,Working Day
2017-07-14,Working Day,Working Day,Working Day,Working Day
2017-07-15,Working Day,Working Day,Working Day,Working Day
2017-07-16,Working Day,Working Day,Working Day,Working Day
2017-07-17,Working Day,Working Day,Working Day,Working Day
2017-07-18,Working Day,Working Day,Working Day,Working Day
2017-07-19,Working Day,Working Day,Working Day,Working Day
2017-07-20,Working Day,Working Day,Working Day,Working Day
2017-07-21,Working Day,Working Day,Working Day,Working Day
2017-07-22,Working Day,Working Day,Working Day,Working Day
2017-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe
2017-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1
2017-07-25,Additional,Local,Guayaquil,Fundacion de Guayaquil
2017-07-26,Working Day,Working Day,Working Day,Working Day
2017-07-27,Working Day,Working Day,Working Day,Working Day
2017-07-28,Working Day,Working Day,Working Day,Working Day
2017-07-29,Working Day,Working Day,Working Day,Working Day
2017-07-30,Working Day,Working Day,Working Day,Working Day
2017-07-31,Working Day,Working Day,Working Day,Working Day
2017-08-01,Working Day,Working Day,Working Day,Working Day
2017-08-02,Working Day,Working Day,Working Day,Working Day
2017-08-03,Working Day,Working Day,Working Day,Working Day
2017-08-04,Working Day,Working Day,Working Day,Working Day
2017-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas
2017-08-06,Working Day,Working Day,Working Day,Working Day
2017-08-07,Working Day,Working Day,Working Day,Working Day
2017-08-08,Working Day,Working Day,Working Day,Working Day
2017-08-09,Working Day,Working Day,Working Day,Working Day
2017-08-10,Moved,National,Ecuador,Primer Grito de Independencia
2017-08-11,Transfer,National,Ecuador,Traslado Primer Grito de Independencia
2017-08-12,Working Day,Working Day,Working Day,Working Day
2017-08-13,Working Day,Working Day,Working Day,Working Day
2017-08-14,Working Day,Working Day,Working Day,Working Day
2017-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba
2017-08-16,Working Day,Working Day,Working Day,Working Day
2017-08-17,Working Day,Working Day,Working Day,Working Day
2017-08-18,Working Day,Working Day,Working Day,Working Day
2017-08-19,Working Day,Working Day,Working Day,Working Day
2017-08-20,Working Day,Working Day,Working Day,Working Day
2017-08-21,Working Day,Working Day,Working Day,Working Day
2017-08-22,Working Day,Working Day,Working Day,Working Day
2017-08-23,Working Day,Working Day,Working Day,Working Day
2017-08-24,Holiday,Local,Ambato,Fundacion de Ambato
2017-08-25,Working Day,Working Day,Working Day,Working Day
2017-08-26,Working Day,Working Day,Working Day,Working Day
2017-08-27,Working Day,Working Day,Working Day,Working Day
2017-08-28,Working Day,Working Day,Working Day,Working Day
2017-08-29,Working Day,Working Day,Working Day,Working Day
2017-08-30,Working Day,Working Day,Working Day,Working Day
2017-08-31,Working Day,Working Day,Working Day,Working Day
